name.vec;removal_type;by_removal;n_removal;by_fertility;n_fertility;puma;tasa;Er;Ef;Rm;ext50;Re;Erf;IER;IEM
v2026;fixed;1;37;1;37;without;max;7,36;7,02;0,0102796052631579;1;78;14,38;5,42420027816412;0,000714854329844082
v2026;fixed;1;50;1;50;with;mean;4,32;4,1;0,0105066268478205;1;88,484;8,42;10,5087885985748;0,00124781791541812
v2026;fixed;1;50;1;50;with;max;4,7;4,5;0,010501995379122;1;88;9,2;9,56521739130435;0,00114152123686109
v2026;fixed;1;50;1;50;without;mean;5,5;5,5;0,0104027444759171;1;85,792;11;7,79927272727273;0,00094570404326519
v2026;fixed;1;50;1;50;without;max;6,4;5,94;0,0103648424543947;1;84;12,34;6,80713128038898;0,000839938610566831
v2026;fixed;2;12;2;12;with;mean;2,68;2,76;0,0118402124846982;1;55,468;5,44;10,1963235294118;0,00217650964792247
v2026;fixed;2;12;2;12;with;max;3,84;3,84;0,0122669283611384;1;36;7,68;4,6875;0,00159725629702323
v2026;fixed;2;12;2;12;without;mean;6;6;0,00416676312439364;0;0;12;0;0,000347230260366136
v2026;fixed;2;12;2;12;without;max;6;6;0,00305885231861006;0;0;12;0;0,000254904359884171
v2026;fixed;2;25;2;25;with;mean;3,44;3,34;0,0111162360275346;1;72,156;6,78;10,6424778761062;0,00163956283591956
v2026;fixed;2;25;2;25;with;max;4,3;4,26;0,0111209964412811;1;64;8,56;7,47663551401869;0,00129918182725247
v2026;fixed;2;25;2;25;without;mean;10,92;12,5;0,00875642548489146;0,63;11,6;23,42;0,49530315969257;0,00037388665605856
v2026;fixed;2;25;2;25;without;max;12,5;12,5;0,00339097999321804;0;0;25;0;0,000135639199728722
v2026;fixed;2;37;2;37;with;mean;3,8;3,86;0,0108761821157968;1;78,38;7,66;10,2323759791123;0,00141986711694475
v2026;fixed;2;37;2;37;with;max;4,44;4,38;0,0108908734480505;1;74;8,82;8,39002267573696;0,00123479290794224
v2026;fixed;2;37;2;37;without;mean;7,38;6,46;0,0103477994462239;1;57,912;13,84;4,18439306358381;0,000747673370391903
v2026;fixed;2;37;2;37;without;max;18,5;18,5;0,00437254044599913;0;0;37;0;0,000118176768810787
v2026;fixed;2;50;2;50;with;mean;4,04;4,14;0,0107271636185943;1;82,36;8,18;10,0684596577017;0,00131138919542718
v2026;fixed;2;50;2;50;with;max;4,58;4,5;0,0107898144151921;1;78;9,08;8,59030837004405;0,00118830555233393
v2026;fixed;2;50;2;50;without;mean;6,36;5,62;0,0105339751167292;1;72,408;11,98;6,0440734557596;0,000879296754317966
v2026;fixed;2;50;2;50;without;max;10,26;9,84;0,00996810207336523;1;58;20,1;2,88557213930348;0,000495925476286827
v2026;fixed;5;12;5;12;with;mean;1,78;1,92;0,0134554646303989;1;29,572;3,7;7,99243243243243;0,00363661206226998
v2026;fixed;5;12;5;12;with;max;2,4;2,4;0,0148676776687481;0;0;4,8;0;0,00309743284765586
v2026;fixed;5;12;5;12;without;mean;2,4;2,4;0,00374024552522345;0;0;4,8;0;0,000779217817754886
v2026;fixed;5;12;5;12;without;max;2,4;2,4;0,00295455888435857;0;0;4,8;0;0,000615533100908034
v2026;fixed;5;25;5;25;with;mean;2,6;2,5;0,0122182263029435;1;50,1;5,1;9,82352941176471;0,00239573064763597
v2026;fixed;5;25;5;25;with;max;3,8;3,8;0,0129802699896158;1;26;7,6;3,42105263157895;0,00170793026179155
v2026;fixed;5;25;5;25;without;mean;5;5;0,00407563128787507;0;0;10;0;0,000407563128787507
v2026;fixed;5;25;5;25;without;max;5;5;0,0030517578125;0;0;10;0;0,00030517578125
v2026;fixed;5;37;5;37;with;mean;3,06;3;0,011659756567214;1;59,724;6,06;9,85544554455445;0,0019240522388142
v2026;fixed;5;37;5;37;with;max;4,16;4,16;0,0120918984280532;1;44;8,32;5,28846153846154;0,0014533531764487
v2026;fixed;5;37;5;37;without;mean;7,4;7,4;0,00460221997959906;0;0;14,8;0;0,000310960809432369
v2026;fixed;5;37;5;37;without;max;7,4;7,4;0,00316055625790139;0;0;14,8;0;0,000213551098506851
v2026;fixed;5;50;5;50;with;mean;3,4;3,4;0,0115045298001535;1;66,772;6,8;9,81941176470588;0,00169184261766963
v2026;fixed;5;50;5;50;with;max;4,32;4,32;0,0116686114352392;1;56;8,64;6,48148148148148;0,00135053373093046
v2026;fixed;5;50;5;50;without;mean;9,94;10;0,00665782654148457;0,03;0,328;19,94;0,0164493480441324;0,000333893006092506
v2026;fixed;5;50;5;50;without;max;10;10;0,00333222259246918;0;0;20;0;0,000166611129623459
v2026;proportional;0;0;0;0;with;mean;0;0;0,0175773053408028;0;0;0;NA;Inf
v2026;proportional;0;0;0;0;with;max;0;0;0,00925583117363939;0;0;0;NA;Inf
v2026;proportional;0;0;0;0;without;mean;0;0;0,00356671756687275;0;0;0;NA;Inf
v2026;proportional;0;0;0;0;without;max;0;0;0,00288267512251369;0;0;0;NA;Inf
v2026;proportional;1;25;0;0;with;mean;4,52;0;0,0107594387486645;1;80,932;4,52;17,9053097345133;0,00238040680280187
v2026;proportional;1;25;0;0;with;max;5,38;0;0,0107688994184794;1;78;5,38;14,4981412639405;0,00200165416700361
v2026;proportional;1;25;0;0;without;mean;9,64;0;0,0102117303428705;1;60,632;9,64;6,2896265560166;0,00105930812685378
v2026;proportional;1;25;0;0;without;max;24,5;0;0,00467858145410312;0;0;24,5;0;0,000190962508330739
v2026;proportional;1;50;0;0;with;mean;5,02;0;0,0105375802955003;1;88,952;5,02;17,7195219123506;0,00209911958077694
v2026;proportional;1;50;0;0;with;max;5,6;0;0,0105196717862403;1;88;5,6;15,7142857142857;0,00187851281897148
v2026;proportional;1;50;0;0;without;mean;7,42;0;0,0104127186879123;1;84,176;7,42;11,344474393531;0,00140333135955691
v2026;proportional;1;50;0;0;without;max;9,44;0;0,0103029054193283;1;80;9,44;8,47457627118644;0,00109140947238647
v2026;proportional;1;75;0;0;with;mean;5,22;0;0,0104664089994224;1;92;5,22;17,6245210727969;0,00200505919529164
v2026;proportional;1;75;0;0;with;max;5,74;0;0,0104384133611691;1;92;5,74;16,0278745644599;0,00181853891309566
v2026;proportional;1;75;0;0;without;mean;7,06;0;0,0103999313101794;1;89,74;7,06;12,7110481586402;0,00147307808926054
v2026;proportional;1;75;0;0;without;max;8,06;0;0,0103950103950104;1;88;8,06;10,9181141439206;0,00128970352295414
v2026;proportional;1;100;0;0;with;mean;5,3;0;0,010425116254898;1;93,996;5,3;17,7350943396226;0,00196700306696188
v2026;proportional;1;100;0;0;with;max;5,8;0;0,0104384133611691;1;94;5,8;16,2068965517241;0,00179972644158088
v2026;proportional;1;100;0;0;without;mean;6,82;0;0,010394261711905;1;92,076;6,82;13,5008797653959;0,00152408529500073
v2026;proportional;1;100;0;0;without;max;7,64;0;0,0103820598006645;1;92;7,64;12,0418848167539;0,00135890835087231
v2026;proportional;2;25;0;0;with;mean;3,92;0;0,0112577797684189;1;69,032;3,92;17,6102040816327;0,00287188259398442
v2026;proportional;2;25;0;0;with;max;5,1;0;0,011384335154827;1;58;5,1;11,3725490196078;0,00223222257937784
v2026;proportional;2;25;0;0;without;mean;12,5;0;0,00564815361844403;0,008;0,04;12,5;0,0032;0,000451852289475523
v2026;proportional;2;25;0;0;without;max;12,5;0;0,00327267967011389;0;0;12,5;0;0,000261814373609111
v2026;proportional;2;50;0;0;with;mean;4,64;0;0,0108370481985461;1;81,904;4,64;17,651724137931;0,00233557073244528
v2026;proportional;2;50;0;0;with;max;5,52;0;0,0108318890814558;1;78;5,52;14,1304347826087;0,00196229874664054
v2026;proportional;2;50;0;0;without;mean;9,42;0;0,010429138235494;1;62,468;9,42;6,63142250530786;0,00110712720122017
v2026;proportional;2;50;0;0;without;max;25;0;0,00496327178876315;0;0;25;0;0,000198530871550526
v2026;proportional;2;75;0;0;with;mean;4,94;0;0,0107008149510758;1;86,048;4,94;17,4186234817814;0,00216615687268741
v2026;proportional;2;75;0;0;with;max;5,64;0;0,0106405618216642;1;86;5,64;15,2482269503546;0,00188662443646528
v2026;proportional;2;75;0;0;without;mean;7,9;0;0,0105487052759171;1;78,88;7,9;9,98481012658228;0,00133527914885026
v2026;proportional;2;75;0;0;without;max;11,2;0;0,0103755965968043;1;70;11,2;6,25;0,0009263925532861
v2026;proportional;2;100;0;0;with;mean;5,14;0;0,0105911474864501;1;90;5,14;17,5097276264591;0,00206053453043777
v2026;proportional;2;100;0;0;with;max;5,72;0;0,0106269925611052;1;90;5,72;15,7342657342657;0,00185786583236105
v2026;proportional;2;100;0;0;without;mean;7,34;0;0,01054210388557;1;85,552;7,34;11,6555858310627;0,00143625393536376
v2026;proportional;2;100;0;0;without;max;9,1;0;0,010501995379122;1;82;9,1;9,01098901098901;0,00115406542627715
v2026;proportional;5;25;0;0;with;mean;2,84;0;0,0124635446592161;1;46,844;2,84;16,4943661971831;0,00438857206310425
v2026;proportional;5;25;0;0;with;max;4,5;0;0,013846579894766;1;18;4,5;4;0,00307701775439244
v2026;proportional;5;25;0;0;without;mean;5;0;0,003931231461552;0;0;5;0;0,000786246292310401
v2026;proportional;5;25;0;0;without;max;5;0;0,00300571085061617;0;0;5;0;0,000601142170123234
v2026;proportional;5;50;0;0;with;mean;3,86;0;0,0115608441819377;1;66,296;3,86;17,1751295336788;0,00299503735283361
v2026;proportional;5;50;0;0;with;max;5,02;0;0,0117288294628196;1;48;5,02;9,56175298804781;0,00233642021171705
v2026;proportional;5;50;0;0;without;mean;10;0;0,00480092708947754;0;0;10;0;0,000480092708947754
v2026;proportional;5;50;0;0;without;max;10;0;0,00319366377107818;0;0;10;0;0,000319366377107818
v2026;proportional;5;75;0;0;with;mean;4,4;0;0,0112575193651198;1;75,352;4,4;17,1254545454545;0,00255852712843633
v2026;proportional;5;75;0;0;with;max;5,52;0;0,0113404400090724;1;68;5,52;12,3188405797101;0,00205442753787543
v2026;proportional;5;75;0;0;without;mean;13,72;0;0,00910153262165074;0,494;10,28;13,72;0,749271137026239;0,00066337701323985
v2026;proportional;5;75;0;0;without;max;15;0;0,00347995545657016;0;0;15;0;0,00023199703043801
v2026;proportional;5;100;0;0;with;mean;4,66;0;0,0110036222898026;1;78;4,66;16,7381974248927;0,00236129233686752
v2026;proportional;5;100;0;0;with;max;5,58;0;0,0112157918349035;1;78;5,58;13,9784946236559;0,00200999853672107
v2026;proportional;5;100;0;0;without;mean;10,1;0;0,0108437891651606;0,998;52,492;10,1;5,19722772277228;0,00107364249160006
v2026;proportional;5;100;0;0;without;max;20;0;0,00403648986841043;0;0;20;0;0,000201824493420522
v2026;proportional;0;0;1;25;with;mean;0;24,5;0,0168481738140613;0;0;24,5;0;0,000687680563839237
v2026;proportional;0;0;1;25;with;max;0;24,5;0,0120510966497951;0;0;24,5;0;0,000491881495910005
v2026;proportional;0;0;1;25;without;mean;0;24,5;0,00400038775503485;0;0;24,5;0;0,000163281132858565
v2026;proportional;0;0;1;25;without;max;0;24,5;0,00310655483069276;0;0;24,5;0;0,000126798156354807
v2026;proportional;0;0;1;50;with;mean;0;43,44;0,0168891481152987;0;0;43,44;0;0,00038879254409067
v2026;proportional;0;0;1;50;with;max;0;49;0,0157728706624606;0;0;49;0;0,000321895319642052
v2026;proportional;0;0;1;50;without;mean;0;49;0,00473822141174057;0;0;49;0;9,66983961579709e-05
v2026;proportional;0;0;1;50;without;max;0;49;0,00341903719912473;0;0;49;0;6,97762693698924e-05
v2026;proportional;0;0;1;75;with;mean;0;62,54;0,0176006909116773;0;0;62,54;0;0,000281430938786014
v2026;proportional;0;0;1;75;with;max;0;68,76;0,0168976005407232;0;0;68,76;0;0,000245747535496266
v2026;proportional;0;0;1;75;without;mean;0;73,5;0,00713485662820802;0;0;73,5;0;9,70728792953473e-05
v2026;proportional;0;0;1;75;without;max;0;73,5;0,00382467681480915;0;0;73,5;0;5,20364192491041e-05
v2026;proportional;0;0;1;100;with;mean;0;69,9;0,0190107999937073;0;0;69,9;0;0,000271971387606685
v2026;proportional;0;0;1;100;with;max;0;79,46;0,0181554103122731;0;0;79,46;0;0,000228484901991858
v2026;proportional;0;0;1;100;without;mean;0;73;0,0116829069996312;0;0;73;0;0,000160039821912756
v2026;proportional;0;0;1;100;without;max;0;98;0,00469175190015952;0;0;98;0;4,78750193893829e-05
v2026;proportional;0;0;2;25;with;mean;0;12,38;0,017298555018338;0;0;12,38;0;0,00139729846674782
v2026;proportional;0;0;2;25;with;max;0;12,5;0,0106179655977915;0;0;12,5;0;0,000849437247823317
v2026;proportional;0;0;2;25;without;mean;0;12,5;0,00376269432197418;0;0;12,5;0;0,000301015545757935
v2026;proportional;0;0;2;25;without;max;0;12,5;0,00297565910849253;0;0;12,5;0;0,000238052728679403
v2026;proportional;0;0;2;50;with;mean;0;22,3;0,0172281733480066;0;0;22,3;0;0,000772563827264871
v2026;proportional;0;0;2;50;with;max;0;25;0,0118119536971415;0;0;25;0;0,00047247814788566
v2026;proportional;0;0;2;50;without;mean;0;25;0,00399698183767235;0;0;25;0;0,000159879273506894
v2026;proportional;0;0;2;50;without;max;0;25;0,00310674785634398;0;0;25;0;0,000124269914253759
v2026;proportional;0;0;2;75;with;mean;0;31,12;0,0177417697640154;0;0;31,12;0;0,000570108282905378
v2026;proportional;0;0;2;75;with;max;0;37,5;0,0141362736782584;0;0;37,5;0;0,000376967298086891
v2026;proportional;0;0;2;75;without;mean;0;37,5;0,00433379800827318;0;0;37,5;0;0,000115567946887285
v2026;proportional;0;0;2;75;without;max;0;37,5;0,00325034128583501;0;0;37,5;0;8,6675767622267e-05
v2026;proportional;0;0;2;100;with;mean;0;35,66;0,0187144742565189;0;0;35,66;0;0,00052480297971169
v2026;proportional;0;0;2;100;with;max;0;47,28;0,0158127767235927;0;0;47,28;0;0,000334449592292569
v2026;proportional;0;0;2;100;without;mean;0;50;0,00479151110306551;0;0;50;0;9,58302220613102e-05
v2026;proportional;0;0;2;100;without;max;0;50;0,00342935528120713;0;0;50;0;6,85871056241427e-05
v2026;proportional;0;0;5;25;with;mean;0;5;0,0174461110746123;0;0;5;0;0,00348922221492247
v2026;proportional;0;0;5;25;with;max;0;5;0,0099009900990099;0;0;5;0;0,00198019801980198
v2026;proportional;0;0;5;25;without;mean;0;5;0,00361987007939106;0;0;5;0;0,000723974015878212
v2026;proportional;0;0;5;25;without;max;0;5;0,0029125648045669;0;0;5;0;0,00058251296091338
v2026;proportional;0;0;5;50;with;mean;0;8,56;0,0175399277281813;0;0;8,56;0;0,00204905697759128
v2026;proportional;0;0;5;50;with;max;0;10;0,0102124183006536;0;0;10;0;0,00102124183006536
v2026;proportional;0;0;5;50;without;mean;0;10;0,00372675516088105;0;0;10;0;0,000372675516088105
v2026;proportional;0;0;5;50;without;max;0;10;0,0029605068387708;0;0;10;0;0,00029605068387708
v2026;proportional;0;0;5;75;with;mean;0;12,3;0,0177992918722141;0;0;12,3;0;0,00144709690018001
v2026;proportional;0;0;5;75;with;max;0;15;0,0105130361648444;0;0;15;0;0,000700869077656294
v2026;proportional;0;0;5;75;without;mean;0;15;0,00381101157033017;0;0;15;0;0,000254067438022011
v2026;proportional;0;0;5;75;without;max;0;15;0,00302041802585478;0;0;15;0;0,000201361201723652
v2026;proportional;0;0;5;100;with;mean;0;13,82;0,0182257883167371;0;0;13,82;0;0,00131879799686954
v2026;proportional;0;0;5;100;with;max;0;20;0,0110963160230803;0;0;20;0;0,000554815801154017
v2026;proportional;0;0;5;100;without;mean;0;20;0,00392302849793798;0;0;20;0;0,000196151424896899
v2026;proportional;0;0;5;100;without;max;0;20;0,00306842589751458;0;0;20;0;0,000153421294875729
v2026;proportional;1;12;1;12;with;mean;3,66;3,54;0,0112282621055645;1;68,608;7,2;9,52888888888889;0,00155948084799507
v2026;proportional;1;12;1;12;with;max;4,7;4,7;0,0112968820605513;1;60;9,4;6,38297872340426;0,00120179596388843
v2026;proportional;1;12;1;12;without;mean;11,62;11,76;0,00717023177664704;0,11;1,484;23,38;0,0634730538922156;0,000306682283004578
v2026;proportional;1;12;1;12;without;max;11,76;11,76;0,00342114266164899;0;0;23,52;0;0,000145456745818409
v2026;proportional;1;25;1;25;with;mean;4,32;4,7;0,0107508201416738;1;81,876;9,02;9,07716186252772;0,00119188693366671
v2026;proportional;1;25;1;25;with;max;5;4,98;0,0107342206955775;1;80;9,98;8,01603206412826;0,00107557321598973
v2026;proportional;1;25;1;25;without;mean;7,32;5,82;0,0103462546051436;1;69,74;13,14;5,30745814307458;0,000787386195216409
v2026;proportional;1;25;1;25;without;max;13,9;13,82;0,00917431192660551;1;44;27,72;1,58730158730159;0,000330963633715927
v2026;proportional;1;37;1;37;with;mean;4,56;4,74;0,0106094714727376;1;86,676;9,3;9,32;0,00114080338416534
v2026;proportional;1;37;1;37;with;max;5,08;5,02;0,010575296108291;1;86;10,1;8,51485148514852;0,00104705902062287
v2026;proportional;1;37;1;37;without;mean;6,42;6,26;0,0104242409384088;1;81,672;12,68;6,4410094637224;0,000822101020379242
v2026;proportional;1;37;1;37;without;max;8,28;8,22;0,0102796052631579;1;76;16,5;4,60606060606061;0,000623006379585327
v2026;proportional;1;50;1;50;with;mean;4,68;4,86;0,0105408806352579;1;89,948;9,54;9,42851153039832;0,00110491411271047
v2026;proportional;1;50;1;50;with;max;5,08;5,08;0,0105042016806723;1;88;10,16;8,66141732283465;0,0010338781181764
v2026;proportional;1;50;1;50;without;mean;6;5,6;0,0104178337771395;1;87,024;11,6;7,50206896551724;0,000898089118718925
v2026;proportional;1;50;1;50;without;max;7,08;6,92;0,010366991499067;1;84;14;6;0,000740499392790498
v2026;proportional;2;12;2;12;with;mean;2,9;2,9;0,012059917748659;1;52,112;5,8;8,9848275862069;0,0020792961635619
v2026;proportional;2;12;2;12;with;max;4,18;4,18;0,0126135216952573;1;30;8,36;3,58851674641148;0,00150879446115518
v2026;proportional;2;12;2;12;without;mean;6;6;0,00417479317402221;0;0;12;0;0,000347899431168518
v2026;proportional;2;12;2;12;without;max;6;6;0,00309559187716691;0;0;12;0;0,00025796598976391
v2026;proportional;2;25;2;25;with;mean;3,72;3,78;0,0112151838600032;1;70,192;7,5;9,35893333333333;0,00149535784800043
v2026;proportional;2;25;2;25;with;max;4,7;4,68;0,0112968820605513;1;62;9,38;6,60980810234542;0,0012043584286302
v2026;proportional;2;25;2;25;without;mean;11,96;12,5;0,00798147593523945;0,314;4,452;24,46;0,182011447260834;0,000326307274539634
v2026;proportional;2;25;2;25;without;max;12,5;12,5;0,00345041750051756;0;0;25;0;0,000138016700020703
v2026;proportional;2;37;2;37;with;mean;4,1;4,08;0,0109466941376392;1;77,9;8,18;9,52322738386308;0,00133822666719305
v2026;proportional;2;37;2;37;with;max;4,86;4,82;0,0109265734265734;1;74;9,68;7,64462809917355;0,00112877824654684
v2026;proportional;2;37;2;37;without;mean;8,72;9,36;0,0102916257587861;1;53,008;18,08;2,93185840707965;0,000569227088428432
v2026;proportional;2;37;2;37;without;max;18,5;18,5;0,00419533478771606;0;0;37;0;0,000113387426695029
v2026;proportional;2;50;2;50;with;mean;4,36;4,38;0,0107960381797258;1;82,088;8,74;9,39221967963387;0,00123524464298923
v2026;proportional;2;50;2;50;with;max;4,98;4,86;0,0107573149741824;1;82;9,84;8,33333333333333;0,00109322306648196
v2026;proportional;2;50;2;50;without;mean;7,24;6,4;0,0105317896423345;1;71,152;13,64;5,21642228739003;0,000772125340347107
v2026;proportional;2;50;2;50;without;max;12,66;12,42;0,00975990630489947;1;50;25,08;1,99362041467305;0,000389150969094875
v2026;proportional;5;12;5;12;with;mean;1,88;1,94;0,0137032712861222;1;25,96;3,82;6,79581151832461;0,00358724379217858
v2026;proportional;5;12;5;12;with;max;2,4;2,4;0,0148060408646728;0;0;4,8;0;0,00308459184680683
v2026;proportional;5;12;5;12;without;mean;2,4;2,4;0,00376019865228506;0;0;4,8;0;0,000783374719226055
v2026;proportional;5;12;5;12;without;max;2,4;2,4;0,00294863478209589;0;0;4,8;0;0,000614298912936644
v2026;proportional;5;25;5;25;with;mean;2,76;2,66;0,0124050990299825;1;47,892;5,42;8,83616236162362;0,00228876365866836
v2026;proportional;5;25;5;25;with;max;4,06;4,06;0,0131821776957553;1;18;8,12;2,21674876847291;0,00162342089849204
v2026;proportional;5;25;5;25;without;mean;5;5;0,00406033080176002;0;0;10;0;0,000406033080176002
v2026;proportional;5;25;5;25;without;max;5;5;0,00306297476108797;0;0;10;0;0,000306297476108797
v2026;proportional;5;37;5;37;with;mean;3,26;3,28;0,0118292653279819;1;58,164;6,54;8,89357798165138;0,00180875616635809
v2026;proportional;5;37;5;37;with;max;4,44;4,34;0,0121388686574411;1;48;8,78;5,46697038724373;0,00138255907260149
v2026;proportional;5;37;5;37;without;mean;7,4;7,4;0,00451202338823343;0;0;14,8;0;0,000304866445150908
v2026;proportional;5;37;5;37;without;max;7,4;7,4;0,00318674314850223;0;0;14,8;0;0,000215320483006907
v2026;proportional;5;50;5;50;with;mean;3,64;3,64;0,0115245645343487;1;67,868;7,28;9,32252747252747;0,00158304457889406
v2026;proportional;5;50;5;50;with;max;4,68;4,58;0,0117868929750118;1;58;9,26;6,26349892008639;0,00127288261069242
v2026;proportional;5;50;5;50;without;mean;10;10;0,00567567531229299;0,004;0,052;20;0,0026;0,00028378376561465
v2026;proportional;5;50;5;50;without;max;10;10;0,00334537668941523;0;0;20;0;0,000167268834470761
vlowdensity;fixed;0;0;0;0;with;mean;0;0;0,0155914669464266;0,998;18,44;0;Inf;Inf
vlowdensity;fixed;0;0;0;0;with;max;0;0;0,217391304347826;0;0;0;NA;Inf
vlowdensity;fixed;0;0;0;0;without;mean;0;0;0,00525560169966913;0;0;0;NA;Inf
vlowdensity;fixed;0;0;0;0;without;max;0;0;0,00356049277219967;0;0;0;NA;Inf
vlowdensity;fixed;1;25;0;0;with;mean;1,42;0;0,0109797775620724;1;90,7;1,42;63,8732394366197;0,00773223771976931
vlowdensity;fixed;1;25;0;0;with;max;1,58;0;0,0110326566637246;1;90;1,58;56,9620253164557;0,00698269409096495
vlowdensity;fixed;1;25;0;0;without;mean;1,92;0;0,0111604260678057;1;88,092;1,92;45,88125;0,00581272191031549
vlowdensity;fixed;1;25;0;0;without;max;2,18;0;0,0112384805574286;1;88;2,18;40,3669724770642;0,00515526631074708
vlowdensity;fixed;1;50;0;0;with;mean;1,46;0;0,0108485398377946;1;92,512;1,46;63,3643835616438;0,00743050673821546
vlowdensity;fixed;1;50;0;0;with;max;1,6;0;0,0108837614279495;1;92;1,6;57,5;0,00680235089246844
vlowdensity;fixed;1;50;0;0;without;mean;1,84;0;0,0109768592524397;1;90,36;1,84;49,1086956521739;0,00596568437632593
vlowdensity;fixed;1;50;0;0;without;max;2,02;0;0,0110132158590308;1;90;2,02;44,5544554455446;0,00545208705892616
vlowdensity;fixed;1;75;0;0;with;mean;1,52;0;0,0108097752301757;1;92,56;1,52;60,8947368421053;0,00711169423037875
vlowdensity;fixed;1;75;0;0;with;max;1,64;0;0,0108365843086259;1;92;1,64;56,0975609756098;0,00660767335891825
vlowdensity;fixed;1;75;0;0;without;mean;1,86;0;0,0109306262508305;1;92;1,86;49,4623655913978;0,0058766807800164
vlowdensity;fixed;1;75;0;0;without;max;2,02;0;0,0109601052170101;1;92;2,02;45,5445544554455;0,00542579466188618
vlowdensity;fixed;1;100;0;0;with;mean;1,5;0;0,0108091855523007;1;92,692;1,5;61,7946666666667;0,00720612370153377
vlowdensity;fixed;1;100;0;0;with;max;1,64;0;0,0108365843086259;1;92;1,64;56,0975609756098;0,00660767335891825
vlowdensity;fixed;1;100;0;0;without;mean;1,86;0;0,0109317445046927;1;92;1,86;49,4623655913978;0,00587728199177025
vlowdensity;fixed;1;100;0;0;without;max;2,02;0;0,0109601052170101;1;92;2,02;45,5445544554455;0,00542579466188618
vlowdensity;fixed;2;25;0;0;with;mean;1,34;0;0,0111620861050704;1;87,132;1,34;65,0238805970149;0,00832991500378391
vlowdensity;fixed;2;25;0;0;with;max;1,5;0;0,0112688753662385;1;84;1,5;56;0,0075125835774923
vlowdensity;fixed;2;25;0;0;without;mean;1,98;0;0,0116348849891356;1;77,896;1,98;39,3414141414141;0,00587620453996747
vlowdensity;fixed;2;25;0;0;without;max;2,64;0;0,01215953307393;1;72;2,64;27,2727272727273;0,00460588374012499
vlowdensity;fixed;2;50;0;0;with;mean;1,44;0;0,0109115486423632;1;90,536;1,44;62,8722222222222;0,00757746433497445
vlowdensity;fixed;2;50;0;0;with;max;1,54;0;0,0109673173941654;1;88;1,54;57,1428571428571;0,00712163467153597
vlowdensity;fixed;2;50;0;0;without;mean;1,82;0;0,0111182553232237;1;83,024;1,82;45,6175824175824;0,00610893149627675
vlowdensity;fixed;2;50;0;0;without;max;2,1;0;0,0112233445566779;1;80;2,1;38,0952380952381;0,00534444978889423
vlowdensity;fixed;2;75;0;0;with;mean;1,48;0;0,0108312509457659;1;91,22;1,48;61,6351351351351;0,00731841280119315
vlowdensity;fixed;2;75;0;0;with;max;1,6;0;0,0108695652173913;1;90;1,6;56,25;0,00679347826086957
vlowdensity;fixed;2;75;0;0;without;mean;1,82;0;0,0110121759391128;1;83,488;1,82;45,8725274725275;0,00605064612039166
vlowdensity;fixed;2;75;0;0;without;max;2,04;0;0,0110864745011086;1;80;2,04;39,2156862745098;0,00543454632407287
vlowdensity;fixed;2;100;0;0;with;mean;1,48;0;0,0108303371846574;1;91,392;1,48;61,7513513513513;0,00731779539503877
vlowdensity;fixed;2;100;0;0;with;max;1,6;0;0,0108695652173913;1;90;1,6;56,25;0,00679347826086957
vlowdensity;fixed;2;100;0;0;without;mean;1,82;0;0,0110123648410287;1;83,544;1,82;45,9032967032967;0,00605074991265313
vlowdensity;fixed;2;100;0;0;without;max;2,04;0;0,0110864745011086;1;80;2,04;39,2156862745098;0,00543454632407287
vlowdensity;fixed;5;25;0;0;with;mean;1,16;0;0,0116007962349532;1;76,196;1,16;65,6862068965517;0,0100006864094424
vlowdensity;fixed;5;25;0;0;with;max;1,36;0;0,0119731800766284;1;74;1,36;54,4117647058823;0,00880380887987379
vlowdensity;fixed;5;25;0;0;without;mean;3,02;0;0,0193529784310906;0,944;33,428;3,02;11,0688741721854;0,00640827100367239
vlowdensity;fixed;5;25;0;0;without;max;5;0;0,00475646879756469;0;0;5;0;0,000951293759512938
vlowdensity;fixed;5;50;0;0;with;mean;1,34;0;0,0110800442401748;1;85,204;1,34;63,5850746268657;0,00826868973147375
vlowdensity;fixed;5;50;0;0;with;max;1,48;0;0,0112082492714638;1;82;1,48;55,4054054054054;0,0075731413996377
vlowdensity;fixed;5;50;0;0;without;mean;1,88;0;0,0116716403150597;1;68,76;1,88;36,5744680851064;0,00620831931652111
vlowdensity;fixed;5;50;0;0;without;max;2,7;0;0,0124595066035385;1;56;2,7;20,7407407407407;0,00461463207538463
vlowdensity;fixed;5;75;0;0;with;mean;1,44;0;0,0108938630058144;1;86,468;1,44;60,0472222222222;0,00756518264292664
vlowdensity;fixed;5;75;0;0;with;max;1,56;0;0,0109769484083425;1;84;1,56;53,8461538461538;0,00703650538996313
vlowdensity;fixed;5;75;0;0;without;mean;1,8;0;0,011349261122452;1;73,012;1,8;40,5622222222222;0,00630514506802891
vlowdensity;fixed;5;75;0;0;without;max;2,28;0;0,0117564072419469;1;64;2,28;28,0701754385965;0,00515631896576617
vlowdensity;fixed;5;100;0;0;with;mean;1,44;0;0,010893300414674;1;86,46;1,44;60,0416666666667;0,00756479195463471
vlowdensity;fixed;5;100;0;0;with;max;1,56;0;0,0109769484083425;1;84;1,56;53,8461538461538;0,00703650538996313
vlowdensity;fixed;5;100;0;0;without;mean;1,8;0;0,0113436573718232;1;73,064;1,8;40,5911111111111;0,00630203187323514
